"user_id","screen_name"
"2314331714","theloraxandi"
"65135363","EndocrinologJob"
"2393231924","eTherapize"
"2330574960","DiditKate"
"826116432","cbtbabyblues"
"1004423912","ProsofProzac"
"842279588","HypothyroidMom"
"210055356","medicalonly"
"1394855569","LFrench_Realtor"
"32883896","Dselmer"
"562343670","MasterRoofersVA"
"1305902599","therapyhomework"
"764877817","Empowered1Woman"
"749983788","KASASolutions"
"961791258","SpvDirectory"
"756294644","PracticeBuild"
"7071082","walsh"
"632498802","dctowns"
"494168220","DonitaPrakash"
"826086782","CBTdepression"
"58485484","cocosala"
"194794484","APADiv39"
"496156627","ann_blackford"
"253211814","CaraKLee"
"486262352","MichelleKline2"
"478761150","Cascadiajobs"
"280641513","Natosgi"
"289371015","TeachingWind"
"442976205","ii_Quote"
"436344470","HR_Diva"
"399997117","HolisticDirect"
"284122396","ErinMetheny"
"61593373","PDResources"
"204794034","MILKTHERAPY"
"158275681","MHP_Institute"
"140545451","jbrendsel"
"238334284","7EssentConvos"
"275391587","tech_shrink"
"59988172","Habilitat"
"356778216","HwHelpingHand"
"259301697","socialpharmarep"
"227021236","9mi9mo"
"72929980","HighConflict"
"207017244","psychologg"
"186647320","LianaLowenstein"
"19660320","mjmerriam"
"37906613","cgoudey"
"282260836","AmyGoudey"
"106440085","ESSNYCJOBS"
"52573429","ASKBERN"
"238429666","Shain585"
"210944595","TheDailyGlobeDC"
"23009811","tiffanymsw"
"17869267","nasw"
"14545835","Childtherapytoy"
"227370973","HazelBovia8208"
"159841686","lenapinews"
"210307240","CrossroadsCalif"
"79863052","CGTpilots"
"47317066","netsourcerer"
"125402283","shrinknotes"
"20723858","WorkingMomNews"
"14504419","choyberg"
"84558589","btsmaine"
"71870728","WeFishCostaRica"
"27477315","MaryDavidge"
"41320218","goodkarma_now"
"944647076633305089","sajidayousaf777"
"1211039081020284928","KirimaniPastor"
"2543971326","ryleehaecker"
"15952508","timlane"
"554648988","chloeee902"
"2180319872","davidggaines"
"44089700","Amer_Dababneh_"
"320785774","karlee_haecker"
"1205260232","Pastor_ST"
"3297868229","Ellie_Phant_h"
"318660811","GeoffKirkland"
"210754220","SGaines_PA"
"438700912","StacieHigginsNC"
"347431969","mrsgaines30"
"1212301299678502912","BrittanyKaise17"
"16160435","liddylou"
"969267965622476802","NorthbrookFarm1"
"2483123690","CAAEL25"
"947706442005524480","CrushValley"
"1198668531396759554","JohnMor30055502"
"1194051489473413126","Gabriel85583369"
"1170372369216692225","JohnMor03661411"
"615624436","NicolettePace"
"1152885182392938497","DenizFletcher"
"1150368673804234752","Albert77875577"
"2480539682","KJOFoundation"
"112585097","LuMindIDSC"
"61245497","workNetDuPage"
"959759064358993920","karentso_beauty"
"734206271814045696","TWA2MM"
"1088113052061523969","Gabry0110"
"1076130383215947777","MarkMil66042601"
"3016268951","becker_sbecker"
"929375644273737729","heley_frank"
"1024771560140414976","The90N9"
"989153558066073600","PPowRealEstate"
"1140187496","AKrugHHS"
"855417223917314049","LT_STEM_AC"
"750413512036405249","1416LaGrange"
"2196410016","YoYvonne7"
"707019492883349504","onfleekstreet"
"777548228724129792","NEWMANICE101"
"2883142569","ExpressBrookIL"
"515832505","RyTechLLC"
"731175598102581249","NoStressMaid"
"33405111","RickManzella"
"1449657769","PsychologyMedia"
"502205169","WGCbirdcontrol"
"3881131005","TheLearningCare"
"1009269193","RepLipinski"
"4779513494","shollisbell"
"40924174","ZarzyckiManor"
"4822748975","DarienHistory"
"493207892","AmdurFestivals"
"2525073072","WSUCgm"
"2238538128","MediaTracker01"
"835414310","IllinoisICYMI"
"4419554553","CathyBier"
"390122686","KarenDeane"
"613938209","HopeFrontDoor"
"16027664","natwaz"
"2910167592","FNBCBT"
"531552455","ButlerSD53"
"294305930","swmom300"
"19792141","AileenGilpin"
"82397914","vickiva19"
"3556507215","notesnletters"
"626569681","GFagan_BHHS"
"1495618219","mo630"
"14786043","blast10"
"3496388359","HWSIdealab"
"2800985791","3LoungeBar"
"3577430420","mayjonmendiola"
"1313927983","LRSrecycles"
"3234479171","khatentug"
"2925411211","KathyHamiltonIL"
"2288921910","MegannHorstead"
"2369232732","RuthieHauge"
"1325534292","BehrComm"
"1523340618","monateach2"
"30784744","jphilipsuofi"
"18944156","LPLibrary"
"2375633923","MFCSP"
"243797988","Stephanie_Posey"
"3271289538","foxinaboxCHI"
"583019528","R4Services"
"133405779","TerrySCSC"
