"","X","census_bg","Total.Area.in.acres","Total.Land.Area.in.acres","Tree.Canopy.in.acres","Tree.Canopy.area.in.percent","Vegetation.in.acres","Vegetation.Percentage","Building.area.in.acres","Building.area.in.percent","Total.Impervious.Area.in.acres","Total.Impervious.Area.in.percent","Road.Acres","Road.Area.in.percent","Sidewalk.Area.in.acres","Sidewalk.Area.in.percent","Other.Impervious.Area.in.acres","Other.Impervious.Area.in.percent","Surface.Water.Area.in.acres","Surface.Water.Area.in.percent","Soil.area.in.acres","Soil.area.in.percent","Urban.Tree.Canopy.area.in.acres","Urban.Tree.Canopy.area.percent","Possible.Vegetation.Planting.Area.in.acres","Possible.Vegetation.Planting.Area.in.percent","Total.Possible.Planting.Area.in.acres","Total.Possible.Planting.Area.in.percent","Impervious.Possible.Planting.Area.in.acres","Impervious.Possible.Planting.Area.in.percent","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent","Total.Unsuitable.Planting.Area.in.acres","Total.Unsuitable.Planting.Area.in.percent","Unsuitable.Soil.and.Vegetation.Area.in.acres","Unsuitable.Soil.and.Vegetation.Area.in.percent","Unsuitable.Other.Land.Area.in.acres","Unsuitable.Other.Land.Area.in.percent","SHAPEAREA","SHAPELEN","Geographic.Area.Name","Income.in.the.past.12.months.below.poverty.level","Median.household.income.in.the.past.12.months","Total.Population","Total.Population.of.one.race","Total.White.Population","Total.African.American.Population","Total.American.Indian.Population","Total.Asian.Population","Total.Native.Hawaiian.Population","Total.Population.of.Other.Races","PovertyPerCapita","UTC_quart","income_quart","UTCacres_quart"
"11",10,110010003004,40.47,40.47,12.68,31.33185075,5.09,12.57721769,11.05,27.30417593,22.7,56.09093155,6.31,15.59179639,1.11,2.74277242,4.23,10.45218681,0,0,0,0,12.68,31.33185075,5.09,12.57721769,10.43,25.77217692,5.34,13.19495923,17.36,42.89597233,17.36,42.89597233,0,0,0,0,1762572.01678019,5481.21891111555,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",27,214071,1647,1523,1344,50,3,101,1,24,0.0163934426229508,"Q3","Q4","Q2"
"12",11,110010004001,132.64,132.64,56.08,42.27985525,16.3,12.28890229,17.01,12.82418577,60.27,45.43878166,19,14.32448733,5.66,4.26718938,18.6,14.02291918,0,0,0,0,56.08,42.27985525,15.92,12.00241255,29.47,22.21803378,13.55,10.21562123,35.79,26.98281062,47.1,35.50965018,0,0,11.31,8.52683957,5777580.05808195,10042.0950392739,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",7,250000,646,602,543,21,3,25,0,10,0.0108359133126935,"Q4","Q4","Q4"
"13",12,110010004002,245.77,245.73,140.33,57.10739429,36.37,14.80079762,23.72,9.65287104,68.28,27.78659504,28.9,11.76087576,5,2.03475359,10.66,4.33809466,0.04,0.0156846,0.75,0.30521304,140.33,57.10739429,34.85,14.18223253,49.69,20.22138119,14.84,6.03914866,52.61,21.40967729,55.72,22.67529402,0.2,0.08139014,2.91,1.18422659,10704710.0247873,16120.8262879704,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",12,113438,997,896,699,63,7,97,0,30,0.0120361083249749,"Q4","Q3","Q4"
"14",13,110010001001,201.36,201.27,130.67,64.9227406,20.67,10.26978685,19.88,9.87727928,49.92,24.8025041,14.9,7.40299101,5.17,2.56868883,9.97,4.95354499,0.09,0.04565129,0.01,0.00496845,130.67,64.9227406,20.4,10.13563869,32.48,16.13752671,12.08,6.00188801,34.76,17.27033338,38.11,18.93476425,0.01,0.00496845,3.35,1.66443086,8770280.12922576,14237.0919740102,"Block Group 1, Census Tract 1, District of Columbia, District of Columbia",32,155938,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q4","Q4"
"15",14,110010001002,49.25,49.2,18.54,37.68292683,7.35,14.93902439,9.22,18.7398374,23.17,47.09349594,7.97,16.19918699,2.11,4.28861789,3.87,7.86585366,0.05,0.09282442,0.13,0.26422764,18.54,37.68292683,6.45,13.1097561,11.95,24.28861789,5.5,11.17886179,17.19,34.93902439,18.71,38.02845528,0.01,0.0203252,1.51,3.06910569,2145502.48906348,7114.87665574927,"Block Group 2, Census Tract 1, District of Columbia, District of Columbia",0,197773,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q4","Q3"
"16",15,110010001003,48.03,48.03,17.52,36.47720175,3.09,6.43347908,14.18,29.52321466,27.42,57.08931918,5.6,11.65937955,2.28,4.7470331,5.37,11.18051218,0,0,0,0,17.52,36.47720175,3.04,6.32937747,10.47,21.7988757,7.44,15.49031855,19.78,41.18259421,20.04,41.72392255,0,0,0.26,0.54132834,2091738.71949319,6151.22040258238,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",0,237109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q4","Q3"
"17",16,110010012001,47.62,47.62,28.03,58.86182276,5.03,10.56278874,6.73,14.13271735,14.56,30.57538849,4.93,10.35279294,0.85,1.7849643,2.05,4.3049139,0,0,0,0,28.03,58.86182276,4.96,10.41579168,7.79,16.35867283,2.83,5.94288114,11.66,24.48551029,11.8,24.77950441,0,0,0.14,0.29399412,2073980.80180474,7455.6001575275,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",0,88080,1998,1781,1340,238,4,152,0,47,0,"Q4","Q2","Q3"
"18",17,110010012002,44.27,44.27,25.46,57.51072961,5.99,13.53060764,6.11,13.80167156,12.82,28.95866275,4.08,9.21617348,0.55,1.24237633,2.08,4.69844138,0,0,0,0,25.46,57.51072961,5.98,13.50801897,8.51,19.22295008,2.54,5.73751977,10.19,23.01784504,10.3,23.26632031,0,0,0.1,0.2258866,1928292.79220853,7429.22091535986,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",10,132281,1128,1015,815,93,4,68,0,35,0.00886524822695036,"Q4","Q4","Q3"
"19",18,110010012003,48.72,48.72,26.48,54.35139573,5.77,11.84318555,6.97,14.30623974,16.46,33.78489327,6.01,12.33579639,0.97,1.9909688,2.51,5.15188834,0,0,0,0,26.48,54.35139573,5.6,11.49425287,8.79,18.04187192,3.19,6.54761905,12.97,26.62151067,13.45,27.60673235,0,0,0.47,0.96469622,2122097.06021743,8349.61810165635,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",0,198750,761,661,560,37,1,49,0,14,0,"Q4","Q4","Q3"
"20",19,110010012004,160.42,160.42,67.26,41.92744047,20.01,12.47350704,30.59,19.06869468,73.15,45.59905249,22.85,14.24385987,9.66,6.02169306,10.06,6.27103852,0,0,0,0,67.26,41.92744047,18.87,11.76287246,38,23.68781947,19.13,11.92494701,53.31,33.23151727,55.16,34.38474006,0,0,1.85,1.15322279,6987030.45472099,12647.7534776562,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",0,240074,1484,1326,1114,45,4,117,2,44,0,"Q4","Q4","Q4"
"21",20,110010013011,517.06,516.89,464.92,89.9456364,21.91,4.2388129,9.87,1.90949719,30.03,5.80974675,13.24,2.56147343,0.86,0.16637969,6.06,1.17239645,0.17,0.03192406,0.03,0.00580394,464.92,89.9456364,20.66,3.99698195,26.39,5.10553503,5.73,1.10855308,23.11,4.47097061,25.58,4.94882857,0.03,0.00580394,2.44,0.47205402,22521595.5913295,28509.6421860327,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",57,103750,1622,1475,937,275,0,226,0,37,0.0351418002466091,"Q4","Q3","Q4"
"22",21,110010005011,155.3,155.2,102.01,65.72809278,8.42,5.42525773,14.52,9.3556701,44.65,28.7693299,17.62,11.35309278,4.05,2.60953608,8.47,5.45747423,0.1,0.06603286,0.12,0.07731959,102.01,65.72809278,8.4,5.41237113,20.77,13.38273196,12.38,7.97680412,32.14,20.70876289,32.42,20.88917526,0.12,0.07731959,0.16,0.10309278,6764381.98113561,14451.2095589845,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",0,106875,1660,1476,1160,114,11,134,0,57,0,"Q4","Q3","Q4"
"23",22,110010005012,78.1,77.9,32.31,41.4762516,10.87,13.95378691,16.34,20.97560976,34.64,44.46726573,10.98,14.09499358,3.51,4.50577664,3.81,4.89088575,0.2,0.25532561,0.09,0.11553273,32.31,41.4762516,10.86,13.94094994,17.8,22.84980745,6.94,8.90885751,27.32,35.07060334,27.8,35.68677792,0.09,0.11553273,0.39,0.50064185,3401796.04545375,11291.6332256763,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",0,151719,1198,1059,856,66,0,91,0,46,0,"Q4","Q4","Q4"
"24",23,110010005021,100.19,100.19,50.85,50.75356822,10.21,10.19063779,16.51,16.47869049,39.01,38.93602156,11.48,11.45822936,1.96,1.95628306,9.07,9.05279968,0,0,0.12,0.11977243,50.85,50.75356822,10.15,10.13075157,18.97,18.93402535,8.82,8.80327378,27.96,27.90697674,30.37,30.31240643,0.12,0.11977243,2.29,2.28565725,4363658.86722209,12233.1700221057,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",14,160536,1989,1737,1488,64,1,135,0,49,0.00703871292106586,"Q4","Q4","Q4"
"25",24,110010005022,43.51,43.51,20.93,48.10388416,3.84,8.82555734,8.45,19.4208228,18.74,43.07055849,5.24,12.04320846,1.24,2.84991956,3.81,8.75660768,0,0,0,0,20.93,48.10388416,3.78,8.68765801,8.8,20.22523558,5.02,11.53757757,13.67,31.41806481,13.78,31.67088026,0,0,0.11,0.25281544,1894938.78311327,7389.68983768946,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",9,143281,1429,1304,1129,54,4,86,1,30,0.00629811056682995,"Q4","Q4","Q3"
"26",25,110010006002,113.3,113.29,70.44,62.17671463,11.77,10.38926648,13.29,11.73095595,30.84,27.22217318,8.18,7.2204078,2.26,1.9948804,7.1,6.26710213,0.01,0.0082877,0.25,0.22067261,70.44,62.17671463,11.53,10.17742078,18.95,16.72698385,7.41,6.54073616,21.47,18.95136376,23.9,21.09630153,0.23,0.2030188,2.21,1.95074587,4934964.46682637,9397.84301851725,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",0,217614,1125,1023,858,50,0,81,0,34,0,"Q4","Q4","Q4"
"27",26,110010006003,43.1,43.1,22.56,52.34338747,5.39,12.50580046,7.1,16.47331787,15.16,35.17401392,4.17,9.67517401,1.09,2.52900232,2.8,6.49651972,0,0,0,0,22.56,52.34338747,5.21,12.08816705,8.84,20.51044084,3.63,8.42227378,11.27,26.14849188,11.71,27.16937355,0,0,0.44,1.02088167,1877427.8617078,5700.53219501456,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",10,137361,777,698,576,29,5,59,0,29,0.0128700128700129,"Q4","Q4","Q3"
"28",27,110010006004,147.03,147.02,80.03,54.43477078,19.57,13.31111413,18.84,12.81458305,47.36,32.21330431,13.62,9.26404571,3.14,2.13576384,11.75,7.99210992,0.01,0.00638633,0.06,0.04081077,80.03,54.43477078,15.83,10.76724255,25.07,17.05210175,9.25,6.291661,32.46,22.07862876,41.92,28.51312747,0.06,0.04081077,9.4,6.39368793,6404332.38770113,13033.4837195349,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",0,250000,1640,1462,1279,60,0,82,0,41,0,"Q4","Q4","Q4"
"29",28,110010007011,43.16,43.16,19.38,44.90268767,5.16,11.95551437,8.31,19.25393883,18.63,43.16496756,6.72,15.5699722,1.24,2.87303058,2.35,5.44485635,0,0,0,0,19.38,44.90268767,5.11,11.83966636,8.6,19.92585728,3.49,8.08619092,15.04,34.84708063,15.19,35.19462465,0,0,0.15,0.34754402,1879693.63523037,6454.44598162123,"Block Group 1, Census Tract 7.01, District of Columbia, District of Columbia",16,72886,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q2","Q3"
"30",29,110010007012,19.81,19.81,9.19,46.39071176,2.69,13.5790005,3.28,16.5572943,7.91,39.92932862,3.09,15.59818274,0.75,3.78596668,0.8,4.03836446,0,0,0.02,0.10095911,9.19,46.39071176,2.69,13.5790005,4.16,20.9994952,1.47,7.4204947,6.36,32.10499748,6.47,32.66027259,0.02,0.10095911,0.08,0.40383645,862780.701415564,3845.1482170378,"Block Group 2, Census Tract 7.01, District of Columbia, District of Columbia",0,81989,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q2","Q2"
"31",30,110010007013,32.5,32.48,15.06,46.36699507,4.59,14.1317734,6.02,18.53448276,12.83,39.50123153,4.34,13.36206897,0.98,3.01724138,1.49,4.58743842,0.02,0.04866809,0.01,0.03078818,15.06,46.36699507,4.59,14.1317734,6.98,21.49014778,2.4,7.38916256,10.36,31.89655172,10.44,32.14285714,0.01,0.03078818,0.07,0.21551724,1415630.99655156,4907.67202843082,"Block Group 3, Census Tract 7.01, District of Columbia, District of Columbia",17,135645,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q4","Q3"
"32",31,110010007014,40.4,40.4,17.88,44.25742574,5.07,12.54950495,7.94,19.65346535,17.45,43.19306931,6.13,15.17326733,1.26,3.11881188,2.12,5.24752475,0,0,0,0,17.88,44.25742574,5.06,12.52475248,8.32,20.59405941,3.26,8.06930693,14.07,34.82673267,14.2,35.14851485,0,0,0.13,0.32178218,1760001.15981727,5884.94293127687,"Block Group 4, Census Tract 7.01, District of Columbia, District of Columbia",0,160906,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q4","Q3"
"33",32,110010007021,35.27,35.27,16.06,45.53444854,5.36,15.19705132,5.47,15.5089311,13.56,38.44627162,5.61,15.90586901,1.36,3.85596824,1.11,3.14715055,0,0,0.3,0.85058123,16.06,45.53444854,4.05,11.48284661,6.43,18.23079104,2.38,6.74794443,11.09,31.44315282,12.78,36.23476042,0.01,0.02835271,1.69,4.7916076,1536477.41721482,5819.33776645911,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",0,94543,1310,1132,906,72,5,110,0,39,0,"Q4","Q2","Q3"
"34",33,110010007022,18.08,18.08,5.41,29.92256637,2.02,11.17256637,4.18,23.11946903,10.65,58.90486726,3.53,19.52433628,1.8,9.95575221,1.14,6.30530973,0,0,0,0,5.41,29.92256637,2,11.0619469,4.71,26.05088496,2.71,14.98893805,7.71,42.64380531,7.96,44.02654867,0,0,0.25,1.38274336,787590.230101786,4384.56704243667,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",0,53393,1018,926,567,126,0,178,1,54,0,"Q3","Q1","Q1"
"35",34,110010007023,19.03,19.03,7.34,38.57067788,2.07,10.87756174,4,21.01944298,9.62,50.55176038,4.24,22.28060956,0.59,3.10036784,0.79,4.15133999,0,0,0,0,7.34,38.57067788,2.06,10.82501314,3.44,18.07672097,1.38,7.25170783,8.24,43.30005255,8.25,43.35260116,0,0,0.02,0.10509721,828524.113601729,4837.57986113294,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",0,63942,1124,973,722,82,12,129,0,28,0,"Q3","Q2","Q2"
"36",35,110010020022,34.97,34.97,6.45,18.4443809,5.37,15.35601945,8.82,25.22161853,23.15,66.19959966,8.3,23.73462968,1.54,4.40377466,4.49,12.83957678,0,0,0,0,6.45,18.4443809,5.37,15.35601945,11.4,32.59937089,6.03,17.24335144,17.12,48.95624821,17.12,48.95624821,0,0,0,0,1523391.57728657,6006.3734529081,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",22,74821,1317,1215,266,542,4,22,0,381,0.0167046317388003,"Q1","Q2","Q1"
"37",36,110010020023,89.99,89.99,25.79,28.65873986,19.92,22.13579287,16.95,18.83542616,44.29,49.21657962,14.1,15.6684076,2.96,3.28925436,10.27,11.41237915,0,0,0,0,25.79,28.65873986,19.26,21.40237804,31.42,34.91499055,12.16,13.51261251,31.02,34.47049672,32.79,36.43738193,0,0,1.77,1.96688521,3919740.93366945,8022.20706474001,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",0,155833,1663,1483,498,734,4,32,0,215,0,"Q3","Q4","Q3"
"38",37,110010021011,45.19,45.19,12.59,27.86014605,8.66,19.16353175,8.89,19.67249391,23.91,52.90993583,7.85,17.3710998,1.65,3.65125028,5.52,12.21509183,0,0,0.03,0.06638637,12.59,27.86014605,8.61,19.05288781,14.3,31.64416906,5.69,12.59128126,16.74,37.04359372,18.3,40.49568489,0.01,0.02212879,1.55,3.42996238,1967954.4667469,6632.33042745267,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",37,58663,1560,1420,244,836,24,30,0,286,0.0237179487179487,"Q2","Q2","Q2"
"39",38,110010021012,21.12,21.12,3.52,16.66666667,2.63,12.45265152,6.27,29.6875,14.97,70.88068182,4.33,20.50189394,1.31,6.20265152,3.06,14.48863636,0,0,0,0,3.52,16.66666667,2.63,12.45265152,7,33.14393939,4.37,20.69128788,10.6,50.18939394,10.6,50.18939394,0,0,0,0,920053.972825058,3921.99460340894,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",33,49563,1152,1001,178,459,11,39,0,314,0.0286458333333333,"Q1","Q1","Q1"
"40",39,110010021013,32.53,32.53,6.87,21.11896711,7.57,23.27082693,8.21,25.23824162,18.09,55.61020596,4.35,13.37227175,0.94,2.88964033,4.6,14.14079311,0,0,0,0,6.87,21.11896711,7.57,23.27082693,13.11,40.30126038,5.53,16.99969259,12.56,38.61051337,12.56,38.61051337,0,0,0,0,1416997.96702907,4760.85548674523,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",0,119231,1232,1093,325,598,8,17,1,144,0,"Q2","Q3","Q2"
"41",40,110010021014,29.36,29.36,5.84,19.89100817,4.5,15.32697548,7.06,24.04632153,19.02,64.78201635,6.35,21.6280654,1.46,4.97275204,4.14,14.10081744,0,0,0,0,5.84,19.89100817,3.52,11.98910082,8.35,28.4400545,4.83,16.45095368,13.4,45.64032698,15.17,51.66893733,0,0,1.76,5.99455041,1278691.85981993,4533.94348123148,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",0,94605,814,752,150,343,6,18,0,235,0,"Q2","Q2","Q1"
"42",41,110010021015,20.34,20.34,3.85,18.92822026,2.94,14.45427729,5.15,25.31956736,13.55,66.61750246,4.3,21.14060964,1.17,5.75221239,2.93,14.40511308,0,0,0,0,3.85,18.92822026,2.94,14.45427729,7.04,34.61160275,4.1,20.15732547,9.45,46.46017699,9.45,46.46017699,0,0,0,0,886077.44396582,3833.21825002166,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",0,63882,929,805,140,406,37,16,0,206,0,"Q1","Q2","Q1"
"43",42,110010013022,168.04,168.02,113.44,67.51577193,12.3,7.32055708,16.5,9.82025949,42.27,25.15771932,17.74,10.55826687,3.04,1.80930842,5,2.97583621,0.02,0.01323436,0.01,0.00595167,113.44,67.51577193,12.24,7.28484704,19.93,11.86168313,7.7,4.58278776,34.24,20.37852637,34.65,20.62254494,0.01,0.00595167,0.4,0.2380669,7318190.995811,13157.3691094548,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",36,99667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q3","Q4"
"44",43,110010013023,124.95,124.91,91.22,73.02858058,11.56,9.25466336,8.2,6.5647266,22.13,17.71675606,7.89,6.31654791,1.91,1.52910095,4.13,3.30638059,0.04,0.03124753,0,0,91.22,73.02858058,11.18,8.95044432,16.87,13.50572412,5.69,4.5552798,16.08,12.87326875,16.82,13.4656953,0,0,0.74,0.59242655,5443160.92619696,15676.5700737546,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",0,61605,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q2","Q4"
"45",44,110010014011,88.32,88.32,54.05,61.19791667,9.71,10.99411232,11.2,12.68115942,24.56,27.80797101,9.02,10.21286232,1.1,1.24547101,3.23,3.6571558,0,0,0,0,54.05,61.19791667,9.71,10.99411232,14.03,15.88541667,4.32,4.89130435,20.23,22.9053442,20.24,22.91666667,0,0,0.02,0.02264493,3846877.33632894,9947.42930600204,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",10,111071,2066,1843,1375,201,3,198,0,66,0.00484027105517909,"Q4","Q3","Q4"
"46",45,110010014012,106.48,106.46,57.12,53.65395454,15.15,14.23069698,14.48,13.60135262,34.19,32.11534849,11.98,11.25305279,2.33,2.18861544,5.39,5.06293444,0.02,0.01670952,0,0,57.12,53.65395454,14.77,13.8737554,21.43,20.12962615,6.67,6.26526395,26.41,24.80743941,27.92,26.22581251,0,0,1.51,1.4183731,4637749.85254524,8912.72178563074,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",0,250000,1192,1074,1014,13,4,34,0,9,0,"Q4","Q4","Q4"
"47",46,110010014021,83.37,83.37,53.49,64.1597697,9.68,11.61089121,8.27,9.91963536,20.19,24.21734437,7.01,8.40830035,0.85,1.0195514,4.06,4.86985726,0,0,0,0,53.49,64.1597697,9.68,11.61089121,14.58,17.48830515,4.89,5.86541922,15.28,18.32793571,15.3,18.35192515,0,0,0.01,0.01199472,3631125.44295104,7945.73701246336,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",0,238125,1016,901,756,77,3,55,0,10,0,"Q4","Q4","Q4"
"48",47,110010014022,88.88,88.84,61.61,69.34939217,9.11,10.25438991,8.43,9.48896893,18.13,20.40747411,6.02,6.77622692,0.95,1.06933814,2.73,3.07294012,0.04,0.04086898,0,0,61.61,69.34939217,9.08,10.22062134,12.66,14.25033769,3.58,4.02971634,14.39,16.19765871,14.57,16.40027015,0,0,0.18,0.20261144,3871298.59749967,10251.2568486432,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",0,113750,782,707,624,56,2,19,0,6,0,"Q4","Q3","Q4"
"49",48,110010014023,48.96,48.96,26.43,53.98284314,4.59,9.375,7.67,15.66584967,17.94,36.64215686,6.8,13.88888889,0.81,1.65441176,2.65,5.4125817,0,0,0,0,26.43,53.98284314,4.59,9.375,8.05,16.44199346,3.46,7.06699346,14.48,29.5751634,14.48,29.5751634,0,0,0,0,2132542.46382951,7040.35013206875,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",0,95000,1716,1541,1023,313,1,150,0,54,0,"Q4","Q3","Q3"
"50",49,110010015001,772.1,770.79,653.75,84.81557882,45.88,5.95233462,21.82,2.83086184,70.99,9.21003127,26.6,3.45100481,2.72,0.3528847,19.85,2.57527991,1.31,0.16955939,0.17,0.02205529,653.75,84.81557882,45.35,5.883574,60.18,7.80757405,14.83,1.92400005,48.42,6.28186666,56.86,7.37684713,0.17,0.02205529,8.27,1.07292518,33630261.3665682,36380.8668221972,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",0,250000,1536,1353,981,284,9,63,0,16,0,"Q4","Q4","Q4"
"51",50,110010015002,78.32,78.32,45.87,58.56741573,11.07,14.13432074,8.47,10.81460674,21.34,27.24719101,6.66,8.50357508,1.74,2.22165475,4.48,5.72012257,0,0,0.04,0.05107252,45.87,58.56741573,10.08,12.87027579,14.87,18.98621042,4.79,6.11593463,15.12,19.30541369,17.58,22.44637385,0.04,0.05107252,2.42,3.08988764,3411017.92400657,8205.21294658471,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",0,202500,927,815,731,36,9,23,0,16,0,"Q4","Q4","Q4"
"52",51,110010015003,70.43,70.42,42.32,60.09656348,8.94,12.69525703,7.59,10.77818801,19.16,27.20817949,7.17,10.18176654,1.3,1.84606646,3.1,4.40215848,0.01,0.012631,0,0,42.32,60.09656348,8.93,12.68105652,13.31,18.90088043,4.38,6.21982391,14.76,20.95995456,14.79,21.00255609,0,0,0.03,0.04260153,3067477.64558207,7888.51404534284,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",0,212831,1002,908,805,67,0,26,0,10,0,"Q4","Q4","Q4"
"53",52,110010015004,161.13,161.12,117.86,73.15044687,14.32,8.8877855,11.77,7.3051142,28.94,17.96176763,10.25,6.36171797,0.57,0.35377358,6.36,3.94736842,0.01,0.00521416,0,0,117.86,73.15044687,14.16,8.78848064,21.01,13.03997021,6.85,4.25148957,22.01,13.66062562,22.25,13.80958292,0,0,0.24,0.1489573,7018284.10846367,10644.2380677559,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",37,216528,1579,1443,1241,132,4,56,0,10,0.0234325522482584,"Q4","Q4","Q4"
"54",53,110010015005,79.16,79.16,53.01,66.96563921,9.23,11.65992926,7.77,9.81556342,16.92,21.37443153,5.36,6.77109651,0.77,0.97271349,3.03,3.82769075,0,0,0,0,53.01,66.96563921,9.2,11.62203133,12.92,16.32137443,3.72,4.6993431,13.13,16.58665993,13.23,16.71298636,0,0,0.1,0.12632643,3448136.2940921,7750.48644037456,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",0,179479,1112,1023,940,40,1,25,0,17,0,"Q4","Q4","Q4"
"55",54,110010016001,118.47,118.47,47.14,39.7906643,25.08,21.16991643,16.9,14.26521482,46.23,39.02253735,16.94,14.29897864,3.05,2.57449143,9.35,7.89229341,0,0,0.02,0.01688191,47.14,39.7906643,24.26,20.47775808,36.18,30.53937706,11.92,10.06161898,33.83,28.55575251,35.15,29.66995864,0.02,0.01688191,1.3,1.09732422,5160341.66755177,10452.6412171799,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",0,208857,1193,1066,361,674,4,10,0,17,0,"Q4","Q4","Q4"
"56",55,110010016002,47.78,47.78,16.38,34.28212641,7.75,16.22017581,9,18.83633319,23.64,49.47676852,9.12,19.0874843,1.42,2.97195479,4.1,8.58099623,0,0,0,0,16.38,34.28212641,7.61,15.92716618,13.12,27.45918794,5.52,11.55295103,18.13,37.94474676,18.27,38.23775638,0,0,0.15,0.31393889,2081694.12607611,7244.94820673263,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",30,94605,751,672,242,349,6,16,0,59,0.0399467376830892,"Q3","Q2","Q3"
"57",56,110010010022,54.88,54.88,20.1,36.62536443,6.77,12.33600583,9.67,17.62026239,28,51.02040816,10.94,19.93440233,3.49,6.35932945,3.9,7.10641399,0,0,0.01,0.01822157,20.1,36.62536443,6.49,11.82580175,12.01,21.88411079,5.53,10.07653061,20.61,37.55466472,22.77,41.49052478,0.01,0.01822157,2.15,3.91763848,2390228.8918383,6568.3009750111,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",0,149211,804,696,618,26,4,42,0,6,0,"Q3","Q4","Q3"
"58",57,110010010023,84.59,84.58,45.22,53.46417593,10.13,11.97682667,13.69,16.18585954,29.23,34.5589974,10.35,12.23693545,2.6,3.07401277,2.59,3.06218964,0.01,0.0061347,0,0,45.22,53.46417593,9.38,11.09009222,14.5,17.14353275,5.12,6.05344053,24.04,28.42279499,24.87,29.40411445,0,0,0.82,0.96949633,3684332.60284546,11738.9201248612,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",0,146016,647,600,500,57,3,26,0,14,0,"Q4","Q4","Q4"
"59",58,110010011001,104.69,104.69,55.26,52.78441112,11.67,11.14719648,17.88,17.07899513,37.76,36.0683924,12.2,11.65345305,2.75,2.62680294,4.92,4.69958926,0,0,0.01,0.00955201,55.26,52.78441112,11.56,11.04212437,19.11,18.25389244,7.56,7.22132009,30.08,28.73244818,30.32,28.96169644,0.01,0.00955201,0.23,0.21969625,4559933.64625071,9714.24416504945,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",0,150583,1858,1685,1376,118,0,160,0,31,0,"Q4","Q4","Q4"
